Product ID,Product Name,Supplier,Warehouse Location,Demand Forecast,Inventory Level,Lead Time (Days),Transportation Cost ($),Order Quantity,Delivery Time (Days)
P1006,Product_1006,Supplier B,New York,2630,3150,7,453.48,408,1
P1007,Product_1007,Supplier C,Chicago,9931,3569,27,137.34,540,12
P1008,Product_1008,Supplier D,Chicago,2340,4624,13,196.81,597,3
P1009,Product_1009,Supplier D,New York,7300,3871,4,366.02,668,6
P1010,Product_1010,Supplier D,Chicago,8327,4163,28,258.66,299,15
P1011,Product_1011,Supplier B,Los Angeles,7414,2016,26,99.49,573,15
P1012,Product_1012,Supplier C,Miami,7191,2470,24,482.85,478,5
P1013,Product_1013,Supplier C,Los Angeles,5958,28,20,93.8,782,13
P1014,Product_1014,Supplier B,Chicago,1625,487,16,358.01,912,6
P1015,Product_1015,Supplier B,Chicago,6832,376,8,315.09,139,9
P1016,Product_1016,Supplier C,Los Angeles,3414,3770,13,105.36,245,15
P1017,Product_1017,Supplier D,Houston,220,726,18,228.62,694,11
P1018,Product_1018,Supplier A,Los Angeles,3041,793,26,91.66,700,5
P1019,Product_1019,Supplier D,New York,1079,4094,23,276.14,148,12
P1020,Product_1020,Supplier A,Chicago,5126,4357,22,374.65,978,14
P1021,Product_1021,Supplier D,Houston,428,4793,10,334.18,592,11
P1022,Product_1022,Supplier B,Chicago,7237,2684,6,327.56,110,1
P1023,Product_1023,Supplier C,Los Angeles,6982,1608,16,60.57,690,13
P1024,Product_1024,Supplier D,New York,4442,1657,10,404.96,636,5
P1025,Product_1025,Supplier C,Los Angeles,169,3413,20,129.99,414,6
P1026,Product_1026,Supplier D,Houston,2978,3425,4,312.0,219,12
P1027,Product_1027,Supplier B,Los Angeles,3264,1055,26,304.75,140,9
P1028,Product_1028,Supplier C,Miami,4968,3003,12,126.49,320,14
P1029,Product_1029,Supplier B,Houston,5157,3885,14,107.33,585,2
P1030,Product_1030,Supplier B,Chicago,4042,3006,23,246.57,95,4
P1031,Product_1031,Supplier A,Miami,2378,4761,2,344.43,900,5
P1032,Product_1032,Supplier B,Miami,7858,1230,8,199.9,409,2
P1033,Product_1033,Supplier B,Los Angeles,2290,2090,24,297.0,397,7
P1034,Product_1034,Supplier A,Miami,4201,1034,29,369.61,987,3
P1035,Product_1035,Supplier A,Houston,1965,594,19,101.07,821,6
P1036,Product_1036,Supplier A,Miami,3605,4397,27,170.09,891,14
P1037,Product_1037,Supplier A,Houston,3803,1454,23,357.27,377,5
P1038,Product_1038,Supplier D,Houston,262,4671,26,374.08,996,13
P1039,Product_1039,Supplier D,Los Angeles,682,3078,20,417.38,892,12
P1040,Product_1040,Supplier C,Los Angeles,7767,1641,17,357.57,581,14
P1041,Product_1041,Supplier C,Chicago,7468,3756,7,258.76,605,2
P1042,Product_1042,Supplier D,Los Angeles,1839,1013,15,343.22,257,12
P1043,Product_1043,Supplier A,Chicago,1646,2647,9,320.63,979,10
P1044,Product_1044,Supplier D,Los Angeles,7863,3879,19,448.22,239,11
P1045,Product_1045,Supplier C,Houston,6473,4432,17,143.27,397,15
P1046,Product_1046,Supplier D,Houston,5553,1786,5,393.05,207,6
P1047,Product_1047,Supplier C,New York,9601,4229,19,223.65,862,1
P1048,Product_1048,Supplier A,Miami,4754,1160,24,264.5,252,6
P1049,Product_1049,Supplier B,New York,6340,3888,7,207.29,60,2
P1050,Product_1050,Supplier B,Miami,9524,422,7,211.36,219,2
P1051,Product_1051,Supplier A,Los Angeles,1732,3036,6,82.98,721,9
P1052,Product_1052,Supplier B,Houston,6752,3991,30,92.36,458,10
P1053,Product_1053,Supplier B,Miami,1170,4357,5,91.63,83,6
P1054,Product_1054,Supplier A,Los Angeles,2908,4657,18,496.93,279,8
P1055,Product_1055,Supplier B,Miami,5268,675,12,71.08,760,6
P1056,Product_1056,Supplier B,Los Angeles,8711,3644,16,50.3,866,13
P1057,Product_1057,Supplier A,New York,4114,2924,15,141.3,750,3
P1058,Product_1058,Supplier A,New York,8116,2144,18,314.83,473,3
P1059,Product_1059,Supplier D,Miami,5253,1063,14,52.89,69,11
P1060,Product_1060,Supplier A,New York,5182,280,5,318.41,346,13
P1061,Product_1061,Supplier B,Chicago,9571,2023,2,394.52,248,11
P1062,Product_1062,Supplier C,Los Angeles,6023,488,12,299.9,430,5
P1063,Product_1063,Supplier C,Miami,3114,1242,15,164.92,247,15
P1064,Product_1064,Supplier D,New York,6357,2403,21,261.32,371,14
P1065,Product_1065,Supplier C,Miami,2439,3507,3,471.36,425,10
P1066,Product_1066,Supplier C,Houston,8356,2522,11,241.72,991,9
P1067,Product_1067,Supplier C,Los Angeles,1244,2453,15,361.72,437,10
P1068,Product_1068,Supplier C,Miami,2103,4949,8,313.01,579,14
P1069,Product_1069,Supplier A,Chicago,505,1294,26,351.71,641,11
P1070,Product_1070,Supplier A,Houston,3940,2286,29,468.31,689,3
P1071,Product_1071,Supplier A,Houston,5782,1336,29,406.39,550,13
P1072,Product_1072,Supplier C,Los Angeles,1077,319,27,275.08,225,5
P1073,Product_1073,Supplier A,Chicago,4119,4051,28,187.19,439,2
P1074,Product_1074,Supplier A,New York,6336,4699,15,431.08,63,3
P1075,Product_1075,Supplier A,Los Angeles,9701,641,19,152.6,270,14
P1076,Product_1076,Supplier A,Miami,3194,2460,11,460.42,397,5
P1077,Product_1077,Supplier C,Chicago,3306,4565,20,188.48,762,2
P1078,Product_1078,Supplier A,Houston,7735,324,30,157.6,790,15
P1079,Product_1079,Supplier D,Miami,9994,1468,10,105.85,569,11
P1080,Product_1080,Supplier C,Miami,2319,4237,25,200.75,912,6
P1081,Product_1081,Supplier C,Chicago,8059,2493,8,491.31,501,1
P1082,Product_1082,Supplier D,Houston,2568,1569,25,478.37,115,5
P1083,Product_1083,Supplier C,New York,2607,3333,27,363.73,890,12
P1084,Product_1084,Supplier A,Los Angeles,212,1787,29,419.41,815,9
P1085,Product_1085,Supplier C,Miami,8251,904,24,186.69,632,4
P1086,Product_1086,Supplier A,New York,3455,4045,18,191.25,271,9
P1087,Product_1087,Supplier B,Chicago,7722,4655,29,78.21,688,12
P1088,Product_1088,Supplier D,Miami,658,212,6,369.19,741,7
P1089,Product_1089,Supplier D,Miami,1019,3061,15,432.55,718,11
P1090,Product_1090,Supplier B,New York,4519,172,29,494.95,978,10
P1091,Product_1091,Supplier D,Los Angeles,4543,342,27,126.41,117,15
P1092,Product_1092,Supplier B,Houston,2240,4031,24,471.55,966,6
P1093,Product_1093,Supplier C,Chicago,791,3528,12,273.34,438,14
P1094,Product_1094,Supplier B,Los Angeles,6267,3429,22,68.84,83,4
P1095,Product_1095,Supplier C,Miami,2594,2914,12,191.01,756,3
P1096,Product_1096,Supplier C,Miami,6591,1788,23,176.87,712,9
P1097,Product_1097,Supplier A,Chicago,2130,3730,2,134.9,209,4
P1098,Product_1098,Supplier A,Chicago,7223,2666,22,339.91,395,5
P1099,Product_1099,Supplier D,New York,8759,2284,21,317.86,60,11
P1100,Product_1100,Supplier D,Los Angeles,322,1590,3,286.44,472,8
P1101,Product_1101,Supplier B,Miami,4773,4576,4,349.05,493,15
P1102,Product_1102,Supplier B,New York,3968,1460,15,61.19,731,7
P1103,Product_1103,Supplier B,Miami,3346,4759,5,254.97,368,7
P1104,Product_1104,Supplier C,New York,7899,1616,9,486.1,459,13
P1105,Product_1105,Supplier B,New York,5353,1826,16,426.44,758,6
P1106,Product_1106,Supplier C,Miami,4778,1768,20,117.22,685,4
P1107,Product_1107,Supplier D,Miami,1809,1356,22,349.33,125,8
P1108,Product_1108,Supplier A,Miami,4703,4819,20,255.36,683,5
P1109,Product_1109,Supplier C,New York,3575,1050,18,316.63,789,9
P1110,Product_1110,Supplier D,Houston,9830,661,28,299.97,730,7
P1111,Product_1111,Supplier C,Miami,5098,3124,3,181.46,447,5
P1112,Product_1112,Supplier A,Houston,3795,65,16,59.76,188,15
P1113,Product_1113,Supplier D,Los Angeles,9770,556,15,142.43,755,1
P1114,Product_1114,Supplier B,New York,6361,816,16,86.93,127,1
P1115,Product_1115,Supplier C,Miami,5626,15,12,204.62,975,11
P1116,Product_1116,Supplier C,Chicago,4241,3236,9,306.12,402,13
P1117,Product_1117,Supplier B,Houston,878,1226,4,188.05,546,13
P1118,Product_1118,Supplier A,New York,6275,921,14,246.78,399,15
P1119,Product_1119,Supplier C,Chicago,8263,1794,6,268.71,706,12
P1120,Product_1120,Supplier D,Los Angeles,583,4187,25,412.89,907,9
P1121,Product_1121,Supplier C,New York,4653,4396,3,198.75,506,14
P1122,Product_1122,Supplier B,New York,227,3476,13,169.89,674,3
P1123,Product_1123,Supplier B,Houston,2571,1663,14,65.79,649,6
P1124,Product_1124,Supplier D,Miami,6734,4045,29,393.67,267,3
P1125,Product_1125,Supplier A,Los Angeles,2024,2778,25,276.88,67,10
P1126,Product_1126,Supplier A,Chicago,5462,2605,19,462.34,65,14
P1127,Product_1127,Supplier A,Chicago,4977,1114,8,255.62,181,11
P1128,Product_1128,Supplier D,Miami,6928,178,4,225.05,802,9
P1129,Product_1129,Supplier C,New York,176,3774,28,461.54,443,5
P1130,Product_1130,Supplier C,New York,6397,4032,4,128.7,683,11
P1131,Product_1131,Supplier D,Miami,2161,59,17,82.07,166,1
P1132,Product_1132,Supplier B,Los Angeles,414,1495,17,63.61,80,3
P1133,Product_1133,Supplier C,Miami,9983,4540,5,97.06,771,3
P1134,Product_1134,Supplier D,Los Angeles,1048,4120,16,202.34,751,11
P1135,Product_1135,Supplier A,Chicago,9288,919,18,126.22,558,13
P1136,Product_1136,Supplier B,Miami,1636,1396,5,92.52,71,10
P1137,Product_1137,Supplier A,Miami,2470,4862,11,134.9,377,1
P1138,Product_1138,Supplier C,Houston,5482,4077,2,440.1,303,14
P1139,Product_1139,Supplier B,New York,8195,4819,14,312.16,175,6
P1140,Product_1140,Supplier C,Chicago,763,2892,23,280.12,961,6
P1141,Product_1141,Supplier C,Los Angeles,1065,2727,2,210.42,130,11
P1142,Product_1142,Supplier A,Los Angeles,8761,297,28,389.29,660,2
P1143,Product_1143,Supplier C,Los Angeles,3382,339,11,272.01,720,7
P1144,Product_1144,Supplier A,Miami,4515,1734,18,346.18,709,10
P1145,Product_1145,Supplier A,Houston,9530,3095,28,256.72,582,7
P1146,Product_1146,Supplier A,New York,2118,3515,2,241.12,936,1
P1147,Product_1147,Supplier B,Houston,3591,2969,7,371.65,979,7
P1148,Product_1148,Supplier D,Chicago,8723,3543,11,182.83,161,12
P1149,Product_1149,Supplier C,Chicago,6732,2962,11,296.37,64,2
P1150,Product_1150,Supplier D,New York,793,266,11,160.22,437,9
P1151,Product_1151,Supplier A,Houston,5748,1386,24,72.1,394,5
P1152,Product_1152,Supplier A,Houston,2814,881,18,378.45,719,10
P1153,Product_1153,Supplier A,Miami,1850,3152,23,374.71,854,4
P1154,Product_1154,Supplier A,Miami,7569,1352,19,234.94,353,10
P1155,Product_1155,Supplier B,New York,7334,3240,13,127.84,786,11
P1156,Product_1156,Supplier D,Miami,4413,1180,11,416.38,198,10
P1157,Product_1157,Supplier D,Los Angeles,2535,3376,15,150.33,779,7
P1158,Product_1158,Supplier D,Miami,6756,4587,4,340.66,874,15
P1159,Product_1159,Supplier B,Chicago,6710,4685,14,209.17,174,8
P1160,Product_1160,Supplier A,Miami,7396,4976,2,317.29,459,3
P1161,Product_1161,Supplier B,New York,2907,4803,26,329.49,331,10
P1162,Product_1162,Supplier D,New York,4290,801,24,390.67,921,6
P1163,Product_1163,Supplier D,Chicago,1751,2729,10,403.08,756,1
P1164,Product_1164,Supplier D,Miami,7513,2503,17,450.99,276,11
P1165,Product_1165,Supplier C,Miami,4456,2207,8,489.99,771,2
P1166,Product_1166,Supplier C,Los Angeles,652,2447,9,120.92,99,4
P1167,Product_1167,Supplier A,Los Angeles,7389,1892,17,482.49,400,15
P1168,Product_1168,Supplier C,New York,8997,343,20,148.76,805,13
P1169,Product_1169,Supplier A,New York,6639,1828,25,303.66,820,7
P1170,Product_1170,Supplier A,Los Angeles,6989,2891,30,305.03,411,2
P1171,Product_1171,Supplier C,New York,806,3171,14,389.02,997,2
P1172,Product_1172,Supplier B,Houston,3562,1805,25,298.84,763,15
P1173,Product_1173,Supplier D,Chicago,5287,2904,2,172.74,465,5
P1174,Product_1174,Supplier A,Chicago,2246,3757,20,76.55,794,10
P1175,Product_1175,Supplier D,Houston,6772,4051,26,396.96,913,8
P1176,Product_1176,Supplier D,Houston,1941,2795,6,127.51,420,5
P1177,Product_1177,Supplier A,New York,5028,83,3,288.23,940,12
P1178,Product_1178,Supplier C,New York,3910,3059,21,135.68,260,6
P1179,Product_1179,Supplier D,Chicago,5541,530,19,318.24,339,10
P1180,Product_1180,Supplier D,Los Angeles,7956,991,25,447.07,710,9
P1181,Product_1181,Supplier D,Los Angeles,8406,2372,19,193.93,331,3
P1182,Product_1182,Supplier A,Miami,611,578,8,271.8,198,4
P1183,Product_1183,Supplier A,Houston,4253,331,4,395.95,618,4
P1184,Product_1184,Supplier D,Miami,5254,4145,29,243.73,120,8
P1185,Product_1185,Supplier D,Los Angeles,1901,2896,22,100.47,236,2
P1186,Product_1186,Supplier C,Chicago,9248,1734,2,103.29,300,10
P1187,Product_1187,Supplier A,Miami,1056,2724,11,298.64,976,7
P1188,Product_1188,Supplier B,Chicago,9284,670,24,160.36,266,3
P1189,Product_1189,Supplier D,New York,3670,1115,10,312.7,535,9
P1190,Product_1190,Supplier B,Chicago,786,2226,4,333.23,846,15
P1191,Product_1191,Supplier D,Los Angeles,2109,3701,21,51.1,504,6
P1192,Product_1192,Supplier A,Houston,3807,2155,20,358.61,996,2
P1193,Product_1193,Supplier A,Chicago,8002,1701,23,86.64,675,9
P1194,Product_1194,Supplier B,Chicago,2676,1874,9,99.23,485,13
P1195,Product_1195,Supplier A,Miami,9744,4018,17,246.18,65,5
P1196,Product_1196,Supplier B,Chicago,4902,688,18,428.84,231,2
P1197,Product_1197,Supplier B,Houston,6868,4324,19,102.36,597,6
P1198,Product_1198,Supplier C,New York,2895,4714,20,421.86,522,14
P1199,Product_1199,Supplier B,Houston,2869,3548,21,108.36,257,13
P1200,Product_1200,Supplier D,Miami,5654,4466,20,438.6,761,12
P1201,Product_1201,Supplier A,New York,2145,3485,27,199.31,268,9
P1202,Product_1202,Supplier B,Houston,5284,2411,6,186.56,186,10
P1203,Product_1203,Supplier A,New York,3211,3302,6,339.25,808,12
P1204,Product_1204,Supplier C,New York,4927,678,4,207.33,285,9
P1205,Product_1205,Supplier C,Los Angeles,1703,2746,20,381.06,473,11
P1206,Product_1206,Supplier C,Miami,154,978,24,197.45,305,7
P1207,Product_1207,Supplier A,New York,4284,538,18,75.71,452,2
P1208,Product_1208,Supplier D,Miami,6200,2840,29,151.96,903,3
P1209,Product_1209,Supplier A,Chicago,7063,4565,2,291.77,726,13
P1210,Product_1210,Supplier B,New York,8821,3333,20,472.21,284,5
P1211,Product_1211,Supplier C,Los Angeles,3231,1400,10,250.28,371,2
P1212,Product_1212,Supplier B,New York,6828,4875,26,423.1,666,12
P1213,Product_1213,Supplier C,Los Angeles,9797,1793,17,314.5,336,1
P1214,Product_1214,Supplier B,Los Angeles,4377,2759,28,85.09,340,6
P1215,Product_1215,Supplier A,New York,3067,4293,13,403.16,625,3
P1216,Product_1216,Supplier D,Chicago,2833,4574,14,317.14,395,11
P1217,Product_1217,Supplier A,New York,8295,2966,25,318.95,812,13
P1218,Product_1218,Supplier D,Los Angeles,590,3980,22,423.55,64,2
P1219,Product_1219,Supplier D,Houston,4838,3400,19,102.23,444,5
P1220,Product_1220,Supplier B,New York,6342,2766,15,92.96,619,8
P1221,Product_1221,Supplier C,New York,4345,4134,22,368.23,836,2
P1222,Product_1222,Supplier A,New York,5664,580,4,108.42,809,5
P1223,Product_1223,Supplier A,New York,378,1678,25,55.58,350,2
P1224,Product_1224,Supplier C,Los Angeles,9968,1804,30,171.14,336,8
P1225,Product_1225,Supplier B,Houston,722,4797,23,72.24,775,8
P1226,Product_1226,Supplier C,New York,9145,1424,4,323.33,897,6
P1227,Product_1227,Supplier A,New York,1376,22,30,55.48,647,14
P1228,Product_1228,Supplier C,Los Angeles,7708,4073,26,164.6,403,8
P1229,Product_1229,Supplier A,Los Angeles,3106,3534,14,53.19,610,2
P1230,Product_1230,Supplier D,Miami,4496,812,10,262.86,894,8
P1231,Product_1231,Supplier A,New York,9551,564,21,467.89,715,12
P1232,Product_1232,Supplier B,Houston,7222,3643,8,227.4,575,10
P1233,Product_1233,Supplier C,Miami,465,475,28,182.91,466,9
P1234,Product_1234,Supplier B,New York,439,398,22,482.39,659,2
P1235,Product_1235,Supplier B,Chicago,1203,3805,5,414.52,598,9
P1236,Product_1236,Supplier B,Houston,6995,540,26,457.04,527,8
P1237,Product_1237,Supplier B,Los Angeles,7029,2937,27,58.5,683,5
P1238,Product_1238,Supplier B,Los Angeles,2244,3875,28,328.05,444,4
P1239,Product_1239,Supplier A,Miami,5700,318,18,468.66,759,1
P1240,Product_1240,Supplier A,Los Angeles,5317,1564,20,106.13,825,9
P1241,Product_1241,Supplier C,Los Angeles,8359,975,19,287.14,878,9
P1242,Product_1242,Supplier A,New York,1325,2125,9,455.63,242,12
P1243,Product_1243,Supplier B,New York,7141,2953,6,276.69,770,14
P1244,Product_1244,Supplier B,Chicago,1793,849,14,141.24,552,6
P1245,Product_1245,Supplier C,New York,2762,2112,2,195.26,501,6
P1246,Product_1246,Supplier A,Los Angeles,2180,3548,28,361.06,90,5
P1247,Product_1247,Supplier C,Los Angeles,1827,2965,21,261.89,60,13
P1248,Product_1248,Supplier C,Houston,2450,427,2,317.09,876,3
P1249,Product_1249,Supplier C,Los Angeles,9892,3796,22,493.42,556,13
P1250,Product_1250,Supplier D,Chicago,3088,4212,25,286.23,516,3
P1251,Product_1251,Supplier C,New York,6562,2262,5,480.87,597,8
P1252,Product_1252,Supplier D,Houston,3905,1087,25,445.56,98,13
P1253,Product_1253,Supplier B,Miami,234,1601,26,80.2,556,5
P1254,Product_1254,Supplier A,Houston,7736,2263,20,150.4,879,6
P1255,Product_1255,Supplier D,New York,8251,2000,10,246.56,745,12
P1256,Product_1256,Supplier C,Los Angeles,3585,1709,9,171.97,775,1
P1257,Product_1257,Supplier D,Miami,9785,3191,23,381.84,957,5
P1258,Product_1258,Supplier D,Miami,7293,1287,24,129.72,469,13
P1259,Product_1259,Supplier A,Chicago,4340,580,24,163.94,387,4
P1260,Product_1260,Supplier C,Houston,9694,2092,5,469.62,551,14
P1261,Product_1261,Supplier C,New York,6142,4840,17,288.58,127,11
P1262,Product_1262,Supplier C,New York,1354,4083,14,429.87,771,6
P1263,Product_1263,Supplier C,Miami,6301,3403,10,383.14,248,1
P1264,Product_1264,Supplier B,Miami,9849,211,29,268.26,95,5
P1265,Product_1265,Supplier B,Houston,8099,3253,18,410.56,696,5
P1266,Product_1266,Supplier A,Los Angeles,8156,933,29,65.65,210,9
P1267,Product_1267,Supplier D,Los Angeles,5997,2730,7,371.89,675,15
P1268,Product_1268,Supplier B,Chicago,5077,3478,16,129.9,465,7
P1269,Product_1269,Supplier C,New York,840,1677,27,110.19,56,5
P1270,Product_1270,Supplier A,Los Angeles,7713,2844,29,467.55,502,1
P1271,Product_1271,Supplier A,New York,1718,4806,24,394.53,973,12
P1272,Product_1272,Supplier C,New York,190,2897,10,217.14,610,13
P1273,Product_1273,Supplier D,Houston,5486,350,5,99.47,979,13
P1274,Product_1274,Supplier C,Miami,2397,3664,11,487.13,55,5
P1275,Product_1275,Supplier A,New York,3094,3699,10,217.04,784,12
P1276,Product_1276,Supplier C,Chicago,8538,4100,9,126.17,390,2
P1277,Product_1277,Supplier C,Houston,4354,2592,21,139.46,156,15
P1278,Product_1278,Supplier D,Miami,1828,1093,25,224.27,343,10
P1279,Product_1279,Supplier D,Miami,6942,1118,24,314.15,765,14
P1280,Product_1280,Supplier C,Houston,538,2846,16,345.97,637,12
P1281,Product_1281,Supplier C,New York,5553,3907,29,199.44,975,6
P1282,Product_1282,Supplier C,New York,6034,4159,27,148.93,747,5
P1283,Product_1283,Supplier C,Chicago,2923,2856,11,149.99,327,3
P1284,Product_1284,Supplier B,Miami,3153,625,21,179.44,563,14
P1285,Product_1285,Supplier C,Chicago,6574,1405,24,127.17,489,10
P1286,Product_1286,Supplier A,Houston,8386,3830,17,115.4,218,1
P1287,Product_1287,Supplier C,New York,9208,2976,10,399.11,237,1
P1288,Product_1288,Supplier A,Chicago,2856,4996,12,103.45,960,9
P1289,Product_1289,Supplier D,New York,2653,4540,21,186.53,579,4
P1290,Product_1290,Supplier B,New York,5620,1244,16,106.55,784,5
P1291,Product_1291,Supplier A,Miami,4321,516,4,274.46,441,6
P1292,Product_1292,Supplier D,Houston,958,4372,8,152.37,587,6
P1293,Product_1293,Supplier A,Houston,6458,3061,15,361.65,482,3
P1294,Product_1294,Supplier D,Houston,4847,3542,26,252.71,125,7
P1295,Product_1295,Supplier A,Houston,3411,126,11,76.77,91,6
P1296,Product_1296,Supplier D,Los Angeles,5907,1763,16,366.87,732,10
P1297,Product_1297,Supplier B,New York,9781,2679,11,403.0,907,15
P1298,Product_1298,Supplier B,New York,7768,2506,28,211.37,603,2
P1299,Product_1299,Supplier A,Chicago,8788,4116,15,399.74,770,12
P1300,Product_1300,Supplier B,Los Angeles,2448,1183,16,208.5,501,11
P1301,Product_1301,Supplier C,New York,3645,765,26,146.86,487,8
P1302,Product_1302,Supplier D,Los Angeles,6252,397,6,482.39,777,8
P1303,Product_1303,Supplier C,Houston,4796,3318,22,159.75,668,14
P1304,Product_1304,Supplier C,New York,290,3083,2,289.65,740,15
P1305,Product_1305,Supplier A,Chicago,4346,3200,21,399.2,986,6
P1306,Product_1306,Supplier A,New York,6778,4608,23,68.26,645,6
P1307,Product_1307,Supplier B,Houston,8877,1048,19,257.59,574,2
P1308,Product_1308,Supplier C,Houston,2719,3168,20,302.46,521,12
P1309,Product_1309,Supplier D,Miami,9858,1820,30,343.71,348,7
P1310,Product_1310,Supplier C,Miami,5200,1671,10,185.23,642,15
P1311,Product_1311,Supplier D,New York,3230,4882,30,254.92,396,11
P1312,Product_1312,Supplier A,Chicago,147,4637,15,492.25,949,15
P1313,Product_1313,Supplier A,Los Angeles,7254,3660,22,315.76,577,2
P1314,Product_1314,Supplier D,Miami,3601,1351,13,465.02,793,9
P1315,Product_1315,Supplier A,Los Angeles,8406,584,11,489.76,635,11
P1316,Product_1316,Supplier B,Chicago,3710,1878,24,312.67,560,10
P1317,Product_1317,Supplier A,Houston,8417,3899,28,460.55,986,1
P1318,Product_1318,Supplier C,Chicago,8756,1803,23,467.4,723,13
P1319,Product_1319,Supplier D,Los Angeles,9686,3196,27,274.04,121,7
P1320,Product_1320,Supplier D,Houston,8919,784,23,280.18,570,10
P1321,Product_1321,Supplier C,Chicago,1249,2459,27,396.12,631,3
P1322,Product_1322,Supplier A,Los Angeles,2928,19,23,463.31,417,9
P1323,Product_1323,Supplier C,Los Angeles,7259,4225,8,286.2,163,8
P1324,Product_1324,Supplier C,Houston,3274,4879,18,362.12,347,2
P1325,Product_1325,Supplier A,Los Angeles,4320,4647,14,355.67,419,11
P1326,Product_1326,Supplier A,New York,9622,394,18,437.67,665,3
P1327,Product_1327,Supplier A,Miami,807,57,6,354.79,413,13
P1328,Product_1328,Supplier B,New York,8717,1834,22,335.56,321,7
P1329,Product_1329,Supplier D,Los Angeles,6602,2353,18,321.27,736,3
P1330,Product_1330,Supplier C,Houston,7173,1075,14,299.57,439,12
P1331,Product_1331,Supplier C,New York,6649,3235,22,317.06,937,3
P1332,Product_1332,Supplier C,Los Angeles,6306,685,12,152.56,189,7
P1333,Product_1333,Supplier D,Miami,2527,1347,15,407.8,97,11
P1334,Product_1334,Supplier A,Chicago,1868,3259,3,466.64,364,3
P1335,Product_1335,Supplier A,Miami,3259,393,5,186.69,431,11
P1336,Product_1336,Supplier C,Los Angeles,4308,4359,11,321.46,117,9
P1337,Product_1337,Supplier A,New York,6013,4945,18,368.91,587,6
P1338,Product_1338,Supplier D,Los Angeles,9779,3259,23,462.23,594,12
P1339,Product_1339,Supplier D,Los Angeles,2277,3783,11,175.57,296,8
P1340,Product_1340,Supplier D,Chicago,4880,1,24,198.39,626,11
P1341,Product_1341,Supplier A,Los Angeles,416,1844,29,131.47,353,10
P1342,Product_1342,Supplier B,Houston,6368,523,14,121.8,722,1
P1343,Product_1343,Supplier C,New York,1030,1077,19,86.81,809,14
P1344,Product_1344,Supplier A,Houston,1996,674,22,289.8,763,7
P1345,Product_1345,Supplier B,New York,5149,1370,22,143.84,870,13
P1346,Product_1346,Supplier C,Houston,4238,1789,8,391.47,283,2
P1347,Product_1347,Supplier C,Miami,7557,3841,26,134.1,227,14
P1348,Product_1348,Supplier D,New York,1258,2981,22,288.06,267,15
P1349,Product_1349,Supplier B,Houston,669,3232,5,138.92,557,5
P1350,Product_1350,Supplier A,Houston,3613,1213,30,119.8,871,2
P1351,Product_1351,Supplier B,Miami,1299,2023,6,231.35,911,14
P1352,Product_1352,Supplier C,Los Angeles,900,2069,27,120.12,323,2
P1353,Product_1353,Supplier C,Chicago,3153,1790,14,229.03,707,8
P1354,Product_1354,Supplier D,Los Angeles,3578,150,5,403.03,687,4
P1355,Product_1355,Supplier C,Chicago,5613,2873,7,481.25,320,4
P1356,Product_1356,Supplier D,Los Angeles,2379,154,18,358.07,592,2
P1357,Product_1357,Supplier A,Chicago,8229,4567,16,209.41,875,7
P1358,Product_1358,Supplier A,Los Angeles,464,2622,3,490.21,881,6
P1359,Product_1359,Supplier C,Miami,4223,1082,9,244.63,479,3
P1360,Product_1360,Supplier C,Chicago,5964,4079,3,208.99,776,5
P1361,Product_1361,Supplier B,Houston,6840,951,29,347.39,675,1
P1362,Product_1362,Supplier D,Houston,1982,61,30,102.06,410,14
P1363,Product_1363,Supplier B,Los Angeles,2846,1922,24,324.58,842,8
P1364,Product_1364,Supplier A,Miami,6518,2583,2,347.75,135,9
P1365,Product_1365,Supplier B,Chicago,3488,4293,18,290.14,156,1
P1366,Product_1366,Supplier A,Los Angeles,4116,3902,8,492.98,606,10
P1367,Product_1367,Supplier C,New York,1797,840,8,191.19,633,8
P1368,Product_1368,Supplier B,Los Angeles,2884,3182,29,306.56,900,10
P1369,Product_1369,Supplier A,Chicago,3457,2194,18,328.41,767,1
P1370,Product_1370,Supplier B,Miami,6315,4047,23,439.47,233,15
P1371,Product_1371,Supplier B,New York,960,1516,15,108.44,465,2
P1372,Product_1372,Supplier A,Chicago,6887,703,3,342.31,484,5
P1373,Product_1373,Supplier D,New York,8432,4921,11,83.87,814,2
P1374,Product_1374,Supplier B,Chicago,1650,4704,16,166.34,468,6
P1375,Product_1375,Supplier D,Houston,8473,4301,11,63.36,797,10
P1376,Product_1376,Supplier A,New York,4361,1079,25,461.34,89,5
P1377,Product_1377,Supplier C,Los Angeles,8294,4727,30,185.82,453,6
P1378,Product_1378,Supplier C,Chicago,1047,2636,28,71.34,184,2
P1379,Product_1379,Supplier D,Miami,5747,623,24,492.68,667,2
P1380,Product_1380,Supplier B,Miami,5733,2459,16,98.38,944,1
P1381,Product_1381,Supplier A,Los Angeles,9227,1423,2,424.92,162,14
P1382,Product_1382,Supplier B,Chicago,5765,2565,20,364.23,146,11
P1383,Product_1383,Supplier B,New York,2155,1498,11,334.39,174,9
P1384,Product_1384,Supplier D,Houston,3512,2960,9,312.72,979,15
P1385,Product_1385,Supplier C,Miami,4137,3673,14,265.08,460,4
P1386,Product_1386,Supplier C,Los Angeles,8858,331,26,326.35,250,6
P1387,Product_1387,Supplier D,Houston,5644,2353,5,399.11,704,15
P1388,Product_1388,Supplier D,Los Angeles,9955,4008,23,218.15,247,13
